system:index,aspect_deg,date,dewpoint_k,elevation_m,fire_label,landcover,ndvi,precip_total_m,slope_deg,temp_mean_k,wind_speed,.geo
10,-0.0,2025-03-15,282.0146185102917,253,0,40,0.1535375638220277,1.3334027961775519E-5,0.0,300.1260514032273,0.5141605280304656,"{""type"":""Point"",""coordinates"":[82.09976891930343,21.578514906840113]}"
11,129.16552351248296,2025-03-15,281.95750122978575,243,0,40,0.2282857142857143,1.3334027961775519E-5,5.126254065758294,300.3597579229446,1.1388522295496146,"{""type"":""Point"",""coordinates"":[83.08379703323158,21.417423620214795]}"
12,90.0,2025-03-15,280.5167169570923,385,0,50,0.32372718539865514,1.3334027961775519E-5,0.9902314104757725,300.9322967529297,0.6491702311250969,"{""type"":""Point"",""coordinates"":[81.06788429359796,20.520320528574462]}"
13,180.0,2025-03-15,293.7313746951875,66,0,40,0.33615463799611117,2.509104414372132E-5,0.4637353428839794,300.7470172700428,1.5496401413523413,"{""type"":""Point"",""coordinates"":[83.71700897140519,18.324529036124517]}"
14,144.59826528343336,2025-03-15,280.560836655753,356,0,40,0.23630478087649404,1.3334027961775519E-5,1.7063030226769103,300.94566635858445,0.4800245436958733,"{""type"":""Point"",""coordinates"":[81.01341984578754,20.27627350280171]}"
15,180.0,2025-03-15,281.32143933432445,296,0,40,0.16393442622950818,1.3334027961775519E-5,0.463735342881014,300.5980798630488,0.5947927712113358,"{""type"":""Point"",""coordinates"":[81.83573568904839,21.48450764673911]}"
16,252.55767151858382,2025-03-15,285.53668998536614,417,0,40,0.44290550938750384,3.1096212104841925E-5,4.631276597480631,298.0901976085844,0.5264654394422087,"{""type"":""Point"",""coordinates"":[84.17803993268883,19.51135223517712]}"
17,57.37870413704651,2025-03-15,279.521535828,495,0,10,0.3273067331670823,1.00535623268172E-4,7.6956129134822895,298.78029596237906,1.5320938826696615,"{""type"":""Point"",""coordinates"":[81.40116366845746,22.404404073796034]}"
18,161.00457030668622,2025-03-15,279.28846872420536,494,0,10,0.3553585817888799,1.3334027961775519E-5,10.665066394557721,299.5574653262184,1.1439810540012254,"{""type"":""Point"",""coordinates"":[84.18531387502019,22.435448138717973]}"
19,166.7446037132535,2025-03-15,280.77492473238993,571,0,30,0.32308061996876125,1.3334027961775519E-5,4.279971621211488,299.9872167678106,0.6401436106546279,"{""type"":""Point"",""coordinates"":[81.9962640212583,19.379099400724666]}"
20,138.84145048124665,2025-03-15,284.2850565683274,612,0,30,0.42210871944545786,1.4704934791609503E-5,34.52897826862508,298.0531986781529,0.049237120124840286,"{""type"":""Point"",""coordinates"":[83.11108703001278,18.676812277032127]}"
21,316.4223885871995,2025-03-15,277.91842710404177,799,0,40,0.22725235320484088,1.3793753786472962E-4,5.1075655509991735,295.81872485932854,1.8978154871959425,"{""type"":""Point"",""coordinates"":[83.97226822529977,23.138205472430194]}"
23,337.9294142579873,2025-03-15,279.46463362375897,409,0,10,0.46308126578517306,1.3334027961775519E-5,3.9968247740897076,299.6999155680339,1.0611502298021969,"{""type"":""Point"",""coordinates"":[84.33204040566565,22.350523872376503]}"
24,-0.0,2025-03-15,280.87708595820834,383,0,40,0.6708507670850767,1.984064499893634E-4,0.0,297.55187334333147,1.0642155586017212,"{""type"":""Point"",""coordinates"":[80.70495420199491,23.848827975078866]}"
25,90.0,2025-03-15,283.02362264905656,157,0,40,0.23453152622274603,1.3334027961775519E-5,1.4908792862247169,301.2781161353702,0.5139657022665471,"{""type"":""Point"",""coordinates"":[84.04569938561195,21.09964393030872]}"
26,40.570145011947915,2025-03-15,280.87580712636316,207,0,40,0.20573248407643313,1.3334027961775519E-5,3.0496390721045152,302.13574146089104,0.8006892422133155,"{""type"":""Point"",""coordinates"":[83.35601827232023,20.874533353033033]}"
27,262.4192360621491,2025-03-15,280.0031904038929,312,0,10,0.3601983880967142,1.3334027961775519E-5,3.5108571162707767,301.1331663585844,0.9962067519292819,"{""type"":""Point"",""coordinates"":[80.4315786392382,21.312559650079383]}"
28,144.3192202136255,2025-03-15,281.4075860977172,233,1,10,0.5491519241291264,1.3334027961775519E-5,1.712246437949134,300.49665105910526,0.763917395492113,"{""type"":""Point"",""coordinates"":[84.19583858642721,21.809409242434203]}"
29,214.55723872586952,2025-03-15,279.32630470820834,352,0,30,0.2083000798084597,1.3334027961775519E-5,12.200366655089129,299.5427761986142,1.1985649728600816,"{""type"":""Point"",""coordinates"":[84.32086091717274,22.491528591166162]}"
30,207.964386708834,2025-03-15,280.111629531497,618,0,30,0.5430146177809729,1.3334027961775519E-5,1.0499840550272865,299.8975822812035,0.5084427282169982,"{""type"":""Point"",""coordinates"":[82.29019031823839,19.64880139432304]}"
31,64.95577093954363,2025-03-15,281.3365760530744,163,0,10,0.21474853440296204,1.3334027961775519E-5,1.0953685878702413,301.78851536342074,0.7351456822090827,"{""type"":""Point"",""coordinates"":[83.51124722536338,20.853101673858223]}"
32,346.71406742896255,2025-03-15,280.1839823495774,406,0,10,0.5427059712773998,1.3334027961775519E-5,4.280507639396928,300.6557842436291,0.2355786330196479,"{""type"":""Point"",""coordinates"":[80.7992489156221,19.76368794305458]}"
33,47.212649307066755,2025-03-15,280.2193478629703,371,0,10,0.3835041155719805,1.3334027961775519E-5,0.6826698880456886,299.95965794154574,1.083478926537801,"{""type"":""Point"",""coordinates"":[83.8639523260533,22.241015970593686]}"
34,132.97811589104936,2025-03-15,283.5984575634911,126,0,80,0.1271641791044776,1.3334027961775519E-5,0.680227045663058,301.10167221795945,0.5855422233568005,"{""type"":""Point"",""coordinates"":[83.90816940958457,21.28233277563386]}"
35,306.4986260657114,2025-03-15,277.4086149760655,677,0,10,0.6094674556213018,1.557891289749591E-4,3.1155720821123545,298.8300308954148,1.638234364728029,"{""type"":""Point"",""coordinates"":[80.9153334454529,22.34608125848924]}"
36,-0.0,2025-03-15,277.8379188265119,618,0,40,0.3345426276237367,1.9122409029392884E-4,1.390963080774087,299.6463499523344,1.5193807775103516,"{""type"":""Point"",""coordinates"":[80.84119579937901,22.100575876003752]}"
37,107.01727657518346,2025-03-15,285.6131757554554,778,0,10,0.4446910839807621,2.7043096260115362E-5,18.359727622141897,298.1423797607422,0.4380939389286269,"{""type"":""Point"",""coordinates"":[84.08285651957682,19.31997146483396]}"
38,164.7542598639517,2025-03-15,278.9287100746518,625,0,10,0.37175951461665746,1.2032436533360169E-4,1.92192461582116,296.27422151111426,1.020882767865855,"{""type"":""Point"",""coordinates"":[83.49552769112645,23.471473243787617]}"
39,208.58318680974224,2025-03-15,279.50416696639286,560,0,40,0.14871578057287813,2.1440259651228644E-5,1.0560997333393418,297.15803963797435,0.993158356960483,"{""type"":""Point"",""coordinates"":[83.27662993995926,23.406994459901934]}"
40,60.972707776713136,2025-03-15,279.73133400508334,374,0,30,0.2501706018834448,1.3334027961775519E-5,2.8648018087516287,299.49844142368863,1.2753015634292995,"{""type"":""Point"",""coordinates"":[83.77212257266687,22.348990583828936]}"
41,12.240900479959508,2025-03-15,292.4410914920626,326,0,10,0.7311320754716981,2.114223642735169E-5,37.305979257179764,300.25227791922435,1.1007334028595204,"{""type"":""Point"",""coordinates"":[83.0535007756364,17.84062146727864]}"
42,133.42380995527787,2025-03-15,284.485147249131,121,0,10,0.3643939393939394,1.3334027961775519E-5,0.6746162316612114,302.4909486316499,0.4660530296575332,"{""type"":""Point"",""coordinates"":[80.42218123836194,18.837244074526257]}"
43,133.04985090958795,2025-03-15,281.14537325359527,286,0,30,0.28549886906257854,1.3334027961775519E-5,0.6793149043297971,300.60850815545945,0.721287951651259,"{""type"":""Point"",""coordinates"":[82.0004656748597,20.909250519966143]}"
44,64.57577998691359,2025-03-15,286.17800671713695,140,0,30,0.3415811707905854,1.3334027961775519E-5,1.08006575396004,303.0052715483166,0.8809614764546878,"{""type"":""Point"",""coordinates"":[81.14045314464262,18.064451829659465]}"
45,76.78850221685234,2025-03-15,279.9907973607381,602,0,10,0.4296551724137931,1.3334027961775519E-5,4.051454055643771,300.4391559419177,0.4676624093783933,"{""type"":""Point"",""coordinates"":[81.23646619940192,20.10966452650267]}"
46,270.0,2025-03-15,281.32017794109527,178,0,10,0.5793390890145876,1.3334027961775519E-5,2.966433751966058,301.31777154831656,0.3519220721904379,"{""type"":""Point"",""coordinates"":[83.67244054448268,20.421428628586682]}"
47,104.89152644918096,2025-03-15,281.35594454265777,359,0,10,0.3962033067973056,1.3334027961775519E-5,3.6042944682086113,300.3592696416946,0.7818948163511197,"{""type"":""Point"",""coordinates"":[82.49615154040536,21.452491138127552]}"
48,270.0,2025-03-15,280.30763957613993,631,0,10,0.6396269575928207,1.3334027961775519E-5,1.4756650829051148,300.2299099876767,0.5962537845521514,"{""type"":""Point"",""coordinates"":[82.18113052088907,19.510781746239715]}"
49,167.75482024003892,2025-03-15,277.6740888413929,877,0,10,0.4000604777744179,4.089896599808185E-4,2.37135401788455,296.38696216401604,1.8232968565681595,"{""type"":""Point"",""coordinates"":[81.69465571254229,22.850751953318575]}"
50,125.09905235533404,2025-03-15,280.2357866650536,432,0,10,0.2411522633744856,1.3334027961775519E-5,2.4181396504488597,301.3120691208613,0.5659981092929929,"{""type"":""Point"",""coordinates"":[81.22762373488776,20.437933278183102]}"
51,14.963326912680618,2025-03-15,282.32325295039584,161,0,40,0.3061034322099705,1.3334027961775519E-5,1.9193713411293583,301.2325141543434,0.5521633727792661,"{""type"":""Point"",""coordinates"":[84.00795342833672,20.70610756883101]}"
52,285.52125395493175,2025-03-15,278.89064157576786,538,0,10,0.4050757426716506,1.3334027961775519E-5,5.184822415359156,300.48089817592074,1.1856563242789364,"{""type"":""Point"",""coordinates"":[83.5877005905144,22.218738882569603]}"
53,36.01944428977645,2025-03-15,279.4913553964524,938,0,10,0.6965775583177252,1.3334798021702454E-4,15.119754883617823,296.7872132800874,1.425485836111704,"{""type"":""Point"",""coordinates"":[84.2146230651539,23.51864772938595]}"
54,169.76446874912648,2025-03-15,278.3921761739822,560,0,10,0.3458602466236054,1.883630673447101E-4,2.8251784142436978,299.0227915445963,1.5099742733857382,"{""type"":""Point"",""coordinates"":[81.91188279610749,22.630119386118164]}"
55,194.9746283908705,2025-03-15,282.8395580564226,115,0,40,0.364920744314266,1.3334027961775519E-5,1.9194724918606578,301.624493553525,0.4939475691039055,"{""type"":""Point"",""coordinates"":[83.91838443974032,20.825330385078253]}"
56,62.39425185270255,2025-03-15,281.0515186218989,427,0,10,0.530990919857876,7.641737381973712E-4,3.996617459955748,297.4368017287481,1.2485979726692036,"{""type"":""Point"",""coordinates"":[83.16020511928687,23.78011715305081]}"
57,320.3116445333412,2025-03-15,280.3443653015863,424,0,10,0.29740518962075846,1.3334027961775519E-5,5.407602876615843,301.4852752685547,0.5523298296729173,"{""type"":""Point"",""coordinates"":[80.92554917163356,20.40951977859839]}"
58,208.41022860782417,2025-03-15,279.8098368417649,405,1,10,0.3097928436911488,1.3334027961775519E-5,5.25764207728334,299.5636967250279,1.1767535952619057,"{""type"":""Point"",""coordinates"":[83.330283386098,22.4311706812188]}"
59,199.86841220906408,2025-03-15,278.95339734213695,616,1,30,0.31021698833278816,3.032808224716632E-4,4.429027670708833,297.83214096795945,1.6041023665202614,"{""type"":""Point"",""coordinates"":[81.99117464423267,22.71915580016439]}"
60,227.11794523312093,2025-03-15,281.89287953149704,214,0,40,0.23290331530031905,1.3334027961775519E-5,3.4034221684522072,300.4050053187779,1.180109821297513,"{""type"":""Point"",""coordinates"":[83.07209543397538,21.7709873330936]}"
61,162.63768945479458,2025-03-15,285.59949806758334,150,0,10,0.3561136270069988,1.3602248863264776E-5,17.420298609982463,302.7364669073196,0.579747314802718,"{""type"":""Point"",""coordinates"":[80.64984022635511,18.03519556376938]}"
62,50.622063730968726,2025-03-15,279.40689436594647,534,0,40,0.398589562764457,1.3334027961775519E-5,5.827506804149539,297.89582679385234,1.5069632154558104,"{""type"":""Point"",""coordinates"":[83.56783334571986,22.577585921293842]}"
63,312.8905646727066,2025-03-15,281.7363505136399,211,0,40,0.6778666666666666,1.3334027961775519E-5,1.3624974935434886,300.7894628615606,1.196153116963497,"{""type"":""Point"",""coordinates"":[83.29152059840585,21.727829935780377]}"
64,191.91879220583357,2025-03-15,284.5712126323155,298,1,10,0.5630007283321194,1.3334027961775519E-5,4.728868175516893,302.33732023693267,0.34935348061559873,"{""type"":""Point"",""coordinates"":[80.89165310094376,18.64285987000997]}"
65,-0.0,2025-03-15,280.6320501509167,558,0,40,0.3872966692486445,1.3334027961775519E-5,0.0,300.18047732398617,0.5195287676408256,"{""type"":""Point"",""coordinates"":[82.24460160007355,19.295628849605173]}"
66,180.0,2025-03-15,279.8626700355893,583,0,10,0.5070208728652752,1.3334027961775519E-5,3.704791833694711,300.3864448184059,0.5348644055716789,"{""type"":""Point"",""coordinates"":[81.18978798722063,19.813267314346778]}"
67,11.942297967838286,2025-03-15,283.5271801267351,384,0,40,0.2290732889158086,1.3334027961775519E-5,2.368672613144958,300.9319247291201,0.3372641959942875,"{""type"":""Point"",""coordinates"":[81.40525733908602,18.98474492853527]}"
68,345.0895763039529,2025-03-15,278.85142794109527,556,0,10,0.5285171102661597,1.3334027961775519E-5,1.9188989790338518,300.6228543236142,0.8976091911405708,"{""type"":""Point"",""coordinates"":[81.9782310795189,20.135127241967663]}"
69,329.8120796130518,2025-03-15,289.1692118417649,519,0,10,0.8363363363363363,3.7224339647679017E-4,20.533528886322298,297.8668786911738,0.700968249743186,"{""type"":""Point"",""coordinates"":[84.37043832975277,19.01105006830327]}"
70,277.10020685456027,2025-03-15,280.5532450448899,345,0,40,0.2956699974378683,1.3334027961775519E-5,7.461201332307287,301.0270523797898,0.9198072960642479,"{""type"":""Point"",""coordinates"":[82.27238488711023,20.90043791951821]}"
71,73.65907717111703,2025-03-15,284.6364563079107,706,0,10,0.8095636414331521,1.5718213752791144E-5,21.937077673507332,298.9743993849981,0.14364470666519882,"{""type"":""Point"",""coordinates"":[83.4539798404016,19.538516355815542]}"
72,180.0,2025-03-15,278.9196071170625,778,0,40,0.26869873913575715,2.488021771469562E-4,2.7802885155287553,296.1729496547154,1.2030025184270352,"{""type"":""Point"",""coordinates"":[83.70419937566103,23.413985470293433]}"
73,175.35767954539352,2025-03-15,288.5835998625982,106,0,40,0.40284031866989956,1.6463271812483526E-5,6.026214157319721,301.0249888102213,0.3042587502555087,"{""type"":""Point"",""coordinates"":[83.33489953928705,18.68161657016226]}"
74,127.51887057135896,2025-03-15,281.28689343588695,875,0,10,0.5580071174377225,1.3334027961775519E-5,25.568245180462437,298.708245413644,0.6995043892431402,"{""type"":""Point"",""coordinates"":[84.05812404331901,20.20184044947275]}"
75,212.50901448605228,2025-03-15,281.1825814474197,332,0,10,0.4734804490902052,1.3334027961775519E-5,2.7474574629444932,301.7605438232422,0.26549881681116827,"{""type"":""Point"",""coordinates"":[80.62893811630853,19.69750974154975]}"
76,33.05477674839384,2025-03-15,277.98936739422027,1098,0,40,0.21154956689124157,1.3334027961775519E-5,2.7643373299900422,295.33838980538496,1.5496057774041319,"{""type"":""Point"",""coordinates"":[83.26079677879997,22.782084672769003]}"
77,180.0,2025-03-15,280.2532078425089,426,0,40,0.5477154424522845,1.8273042841343567E-4,2.3174627380815918,297.83987208775113,1.013964739133591,"{""type"":""Point"",""coordinates"":[80.32383140339009,23.699161856922462]}"
78,145.86442843458016,2025-03-15,285.6131757554554,732,0,10,0.3707366984993179,2.7043096260115362E-5,26.05545146062221,298.1423797607422,0.4380939389286269,"{""type"":""Point"",""coordinates"":[84.13818717466489,19.262783934768997]}"
79,132.96838935000252,2025-03-15,281.8111389250982,281,0,40,0.2162028651407871,1.3334027961775519E-5,0.6803509935341998,300.5700153169178,0.6500569059498896,"{""type"":""Point"",""coordinates"":[81.71144535747302,21.3325643796703]}"
81,227.45542895915457,2025-03-15,279.6799598421369,535,0,40,0.17539289015883688,1.5471624536900208E-4,0.685815330582114,297.3598160516648,1.0602896422779935,"{""type"":""Point"",""coordinates"":[82.96136055301317,23.398712134572285]}"
82,110.77716897366923,2025-03-15,288.8442316055298,133,0,30,0.36877523553162855,1.59864346542804E-5,2.6127938570856704,301.14056614467074,0.3932259780450819,"{""type"":""Point"",""coordinates"":[83.3012521792072,18.46432420098911]}"
83,113.39187236229576,2025-03-15,280.7667285828364,323,0,30,0.2507322042531517,1.3334027961775519E-5,6.973791686310186,301.4194561186291,0.7632098049098734,"{""type"":""Point"",""coordinates"":[82.55176832100838,20.4072970769962]}"
84,298.8926154327627,2025-03-15,278.3981518064226,536,0,10,0.47823629169022047,1.8416093988804505E-4,2.8769755407688633,297.05532618931363,1.44264006326702,"{""type"":""Point"",""coordinates"":[81.41161873291462,23.1081246112822]}"
85,98.1121127553387,2025-03-15,283.81156907762795,836,0,10,0.40195053988157436,1.4794341758772589E-5,32.24960112978796,297.9568386986142,0.07719432429068486,"{""type"":""Point"",""coordinates"":[83.09017807596626,18.928174728571086]}"
86,221.00284513972522,2025-03-15,278.6186049779256,745,0,30,0.2644894204231831,1.3260292215733216E-4,3.069536469877778,297.2737506684803,1.2750852552071301,"{""type"":""Point"",""coordinates"":[80.99635636854704,23.043975561555808]}"
87,53.67602981073527,2025-03-15,278.56202248164584,813,0,40,0.19896397457028492,1.3471888704685853E-4,6.238355704043399,297.10239301409035,1.2292075721639595,"{""type"":""Point"",""coordinates"":[80.80611795332321,23.21678453142493]}"
88,60.49392226568979,2025-03-15,280.02426787785123,702,0,10,0.5284584980237154,1.3334027961775519E-5,2.822469110637584,299.9420740036738,0.574324888067154,"{""type"":""Point"",""coordinates"":[81.06966489655069,19.406136215695966]}"
89,303.13765219514073,2025-03-15,281.708047639756,328,0,10,0.43828811616354607,1.7027305765537903E-4,4.233961794879819,297.467784336635,1.3648505272610139,"{""type"":""Point"",""coordinates"":[83.9864012495666,23.941644208634685]}"
90,-0.0,2025-03-15,280.8022452309018,278,0,40,0.4698757275444392,1.3334027961775519E-5,0.4637353428839794,300.62994602748324,0.8649224059494675,"{""type"":""Point"",""coordinates"":[81.4278635038394,21.63511538814922]}"
91,197.65310142253873,2025-03-15,283.7477321170625,413,0,10,0.3453006795743044,1.4257899955794073E-5,4.854970770066585,299.85610743931363,0.12435178044319503,"{""type"":""Point"",""coordinates"":[83.3462197553285,19.49247010617395]}"
92,246.85032284254868,2025-03-15,284.8026811963036,1101,0,30,0.1848442508424427,3.7199007673649476E-4,10.497435382540415,295.89608837309333,0.19927370498547745,"{""type"":""Point"",""coordinates"":[82.8610761280992,18.170100528403164]}"
93,122.75011792253434,2025-03-15,282.4518162409464,621,0,10,0.4236215225720473,1.732753916172669E-5,30.263712722659683,297.83802940731954,0.6361434205598292,"{""type"":""Point"",""coordinates"":[84.23341653767633,19.932300199324267]}"
94,261.2891409939277,2025-03-15,279.3860668454851,515,0,40,0.4543269230769231,1.500968853989093E-4,6.100984184575595,298.26031130836117,1.0301964139908422,"{""type"":""Point"",""coordinates"":[80.3487739934781,23.17682373764663]}"
95,187.37505420176618,2025-03-15,282.99730196453277,890,0,30,0.5620390099983609,1.3334027961775519E-5,21.796903167378776,297.6168205624535,0.13331707681332883,"{""type"":""Point"",""coordinates"":[82.80239767000324,18.91022508897931]}"
96,39.34052520924372,2025-03-15,280.65793487003873,426,0,40,0.3682159755079321,1.4526120857283331E-5,4.78584135661186,297.4025813511439,1.1364486513336536,"{""type"":""Point"",""coordinates"":[80.98828935912643,23.793972018346544]}"
97,226.95502289259508,2025-03-15,283.3746154875983,119,0,40,0.13215859030837004,1.3334027961775519E-5,0.6793767656401161,301.46301778157556,0.4584107075072055,"{""type"":""Point"",""coordinates"":[84.17479736379585,20.93566091618504]}"
98,115.24707603361149,2025-03-15,280.51246193477084,597,0,10,0.6193526635198922,1.3334027961775519E-5,2.1734980393701395,300.1347183954148,0.6570655740848586,"{""type"":""Point"",""coordinates"":[82.0826103962009,19.41468011354701]}"
99,133.1277835216754,2025-03-15,280.80996472494945,364,0,40,0.244337863042899,1.3334027961775519E-5,2.7114126331804447,300.5392768496559,0.7613256047430912,"{""type"":""Point"",""coordinates"":[81.56989027498895,20.496202255162547]}"
100,208.21706832427617,2025-03-15,281.50499239422027,198,0,40,0.435347261434218,1.3334027961775519E-5,2.104206133635612,301.61534409295945,0.9419762220221228,"{""type"":""Point"",""coordinates"":[83.51186387340766,21.278214646951035]}"
101,64.96365392096513,2025-03-15,281.26815273648214,212,0,10,0.4242808033291116,1.3334027961775519E-5,2.1905814911303545,301.77595955984935,0.8776564227568422,"{""type"":""Point"",""coordinates"":[83.25175612598807,20.906925143329318]}"
102,340.0372639533487,2025-03-15,278.78033651624406,603,0,10,0.3845272206303725,1.1761235399632142E-4,1.4798436380532711,297.4170379638672,1.6375213177925876,"{""type"":""Point"",""coordinates"":[82.09849907048682,23.41028261068139]}"
103,6.245845463128959,2025-03-15,280.0484843027024,639,0,10,0.566374269005848,1.3334027961775519E-5,17.61705888280423,299.36046709333147,0.6575360608751112,"{""type"":""Point"",""coordinates"":[84.14374882773083,20.424206865000883]}"
104,270.0,2025-03-15,280.90274397532147,255,0,40,0.27154544435727895,1.3334027961775519E-5,0.49952281307925633,300.6686539422898,0.8460515154967577,"{""type"":""Point"",""coordinates"":[81.80506045810115,21.820674833341343]}"
105,129.81293627720007,2025-03-15,276.7120527085803,776,0,10,0.6273504273504273,1.8916773004917786E-4,6.490628734887211,298.6637071881975,1.619082212475836,"{""type"":""Point"",""coordinates"":[80.99957497707098,22.154262259277495]}"
106,110.70405605031549,2025-03-15,282.67026397160123,300,0,10,0.3261065943992773,1.3334027961775519E-5,2.621600955042741,302.0029463995071,0.3096316612177489,"{""type"":""Point"",""coordinates"":[80.6598890876692,19.11286659616072]}"
107,72.97539991947777,2025-03-15,279.57514794667566,556,0,40,0.2,7.854150934605286E-5,3.16463008592059,297.24904014950704,1.6599840375678858,"{""type"":""Point"",""coordinates"":[81.95868431416002,23.277964346457683]}"
108,90.0,2025-03-15,281.2731111163185,312,0,40,0.231224127735068,1.3334027961775519E-5,0.49728680946037934,300.4550192696707,0.9433190395064173,"{""type"":""Point"",""coordinates"":[80.97278998860683,21.167324553394366]}"
109,180.0,2025-03-15,279.27888329823816,600,0,10,0.5259067357512953,9.603547258763001E-5,2.7802885155287553,297.21783665248324,1.779935251148118,"{""type"":""Point"",""coordinates"":[83.83733286401505,22.92286550535272]}"
110,180.0,2025-03-15,280.51458363305954,383,0,30,0.0746759174730692,1.2673186464695618E-4,0.463735342881014,297.4909835088821,1.2187555100548386,"{""type"":""Point"",""coordinates"":[80.53616893761205,24.00564228675523]}"
111,226.6184001061506,2025-03-15,281.9196943101429,598,0,30,0.4960974086793631,1.3334027961775519E-5,0.6751418933006753,299.23665291922435,0.38984994657027544,"{""type"":""Point"",""coordinates"":[82.50510143089697,19.08342288978628]}"
112,211.2567210183845,2025-03-15,279.2586138134911,471,0,30,0.3129472999349382,6.334232492832825E-5,4.870615678507572,297.87178475516185,1.090434227314439,"{""type"":""Point"",""coordinates"":[81.86334398748598,23.75393298846424]}"
113,90.0,2025-03-15,280.08619240352084,297,1,10,0.34718100890207715,1.3334027961775519E-5,4.991634741109782,300.76052638462613,1.0899890789761757,"{""type"":""Point"",""coordinates"":[83.37143470461795,22.074455012876786]}"
114,17.300261857074336,2025-03-15,286.3780857721964,285,0,10,0.463265306122449,1.56735102692096E-5,8.200770940093696,300.38929893856954,0.31210627071126057,"{""type"":""Point"",""coordinates"":[83.38130766460398,19.215310335244105]}"
115,-0.0,2025-03-15,280.2133024760655,370,0,10,0.4425749817117776,1.3334027961775519E-5,0.4637353428839794,301.928233555385,0.5655474443145315,"{""type"":""Point"",""coordinates"":[80.43849933594218,20.643177727243973]}"
116,313.3691017951939,2025-03-15,281.7493713469732,563,0,30,0.3962027302683195,1.3334027961775519E-5,2.0251433520361797,299.70646086193267,0.4966815646002686,"{""type"":""Point"",""coordinates"":[81.72368920311061,19.155358190487892]}"
117,152.2575816617755,2025-03-15,284.3883048012143,303,1,10,0.4984591679506934,1.4287702278181769E-5,1.047837215917743,302.3859623500279,0.4595629949729052,"{""type"":""Point"",""coordinates"":[80.2990166831275,18.07569127818221]}"
119,90.0,2025-03-15,279.4109052476429,558,0,10,0.5581395348837209,1.4154361887364075E-4,5.536603579852052,297.3818119594029,1.784109953367538,"{""type"":""Point"",""coordinates"":[82.19208899131372,23.29384541012789]}"
120,15.230497163067566,2025-03-15,279.3874561218989,502,0,10,0.38441642418364047,1.3841437502293275E-4,1.9217854404063888,297.50626554943267,1.3651748451757455,"{""type"":""Point"",""coordinates"":[81.23461448261804,23.332018276227867]}"
121,234.98762739783598,2025-03-15,283.28759679340186,148,0,40,0.30540306269864204,1.3334027961775519E-5,2.42335282391639,301.2557714553106,0.449219657143275,"{""type"":""Point"",""coordinates"":[84.36416722307736,20.92699237228447]}"
122,162.68841483887485,2025-03-15,279.81070295969647,748,0,10,0.3603635092624956,6.405758066563294E-5,22.55890588989809,296.67472258068267,1.0961820677889664,"{""type"":""Point"",""coordinates"":[83.42630939892399,23.555685196774878]}"
123,136.30099776361433,2025-03-15,281.4369294756935,286,0,30,0.2898236931642437,1.3334027961775519E-5,5.753514163241757,300.3154115222749,1.1864234066847636,"{""type"":""Point"",""coordinates"":[83.2443751906733,21.53364721782473]}"
