system:index,aspect_deg,date,dewpoint_k,elevation_m,fire_label,landcover,ndvi,precip_total_m,slope_deg,temp_mean_k,wind_speed,.geo
30,207.964386708834,2025-05-01,290.77114795503155,618,0,30,0.5144683323649041,0.023860066393353918,1.0499840550272865,303.01776490892684,2.4391556508810144,"{""type"":""Point"",""coordinates"":[82.29019031823832,19.648801394322987]}"
31,64.95577093954363,2025-05-01,289.05413600376676,163,0,10,0.2291256676974979,0.0029998861346030026,1.0953685878702413,307.5955527623494,1.7051468106689547,"{""type"":""Point"",""coordinates"":[83.51124722536346,20.853101673858074]}"
32,346.71406742896255,2025-05-01,290.2009517124721,406,0,10,0.4702667952426872,0.009915917376019934,4.280507639396928,304.18308298928395,1.760095760592829,"{""type"":""Point"",""coordinates"":[80.7992489156221,19.76368794305458]}"
33,47.212649307066755,2025-05-01,287.2847210112072,371,0,10,0.3733630537754249,0.0034001313242697506,0.6826698880456886,304.79409721919467,0.7494681429257359,"{""type"":""Point"",""coordinates"":[83.86395232605338,22.24101597059364]}"
34,132.97811589104936,2025-05-01,290.14608401343935,126,0,80,0.11001100110011001,0.0028028033766531735,0.680227045663058,306.4442843936739,1.0340629908120087,"{""type"":""Point"",""coordinates"":[83.90816940958463,21.282332775633925]}"
35,306.4986260657114,2025-05-01,281.3597651890346,677,0,10,0.672160020128318,0.004332467177846411,3.1155720821123545,304.4557241258167,1.2000393071119642,"{""type"":""Point"",""coordinates"":[80.91533344545292,22.346081258489]}"
36,-0.0,2025-05-01,282.1702539353144,618,0,40,0.33983898511832156,0.004003524044492224,1.390963080774087,305.01731731778096,1.1307365430738023,"{""type"":""Point"",""coordinates"":[80.84119579937905,22.100575876003532]}"
37,107.01727657518346,2025-05-01,294.16484215146016,778,0,10,0.5721364033809385,0.012389614442327002,18.359727622141897,301.0213281994774,1.6133961157764496,"{""type"":""Point"",""coordinates"":[84.08285651957686,19.31997146483408]}"
38,164.7542598639517,2025-05-01,282.2212502615792,625,0,10,0.36860068259385664,0.007338597634770849,1.92192461582116,302.4378786087036,0.7901061921750393,"{""type"":""Point"",""coordinates"":[83.49552769112643,23.471473243787983]}"
39,208.58318680974224,2025-05-01,282.54067339215965,560,0,40,0.21296978629329402,0.005455821016767004,1.0560997333393418,303.47666209084645,0.6855262168883819,"{""type"":""Point"",""coordinates"":[83.27662993995939,23.4069944599019]}"
40,60.972707776713136,2025-05-01,286.3652990432013,374,0,30,0.24769101595298068,0.004803895214536169,2.8648018087516287,304.34353569575717,0.5951945342003939,"{""type"":""Point"",""coordinates"":[83.77212257266703,22.348990583829]}"
41,12.240900479959508,2025-05-01,297.01927621024,326,0,10,0.7495361781076066,0.001224144557454565,37.305979257179764,303.49661186763217,3.4953612446429294,"{""type"":""Point"",""coordinates"":[83.0535007756364,17.84062146727864]}"
42,133.42380995527787,2025-05-01,292.46586172921315,121,0,10,0.3775322283609576,0.003152623036839941,0.6746162316612114,306.70941529955184,1.8694972596911161,"{""type"":""Point"",""coordinates"":[80.42218123836196,18.837244074526264]}"
43,133.04985090958795,2025-05-01,288.410156976609,286,0,30,0.2643624474544605,0.0032024376187109738,0.6793149043297971,306.4902002697899,1.9004687400984066,"{""type"":""Point"",""coordinates"":[82.00046567485974,20.909250519965944]}"
44,64.57577998691359,2025-05-01,294.3563879103887,140,0,30,0.36771875801898896,0.010509341219403723,1.08006575396004,305.5643550781976,2.0652604468820814,"{""type"":""Point"",""coordinates"":[81.14045314464275,18.064451829659458]}"
45,76.78850221685234,2025-05-01,289.20908973330546,602,0,10,0.48931591083781706,0.005972876409032324,4.051454055643771,305.01343431926904,1.9716859685068282,"{""type"":""Point"",""coordinates"":[81.23646619940195,20.10966452650238]}"
46,270.0,2025-05-01,290.3673684256417,178,0,10,0.5638268541494348,0.0017685584816717892,2.966433751966058,306.08873426346554,1.7099528213776851,"{""type"":""Point"",""coordinates"":[83.67244054448273,20.42142862858671]}"
47,104.89152644918096,2025-05-01,287.42331150599887,359,0,10,0.29357798165137616,0.014402925232388952,3.6042944682086113,305.89577016376313,1.6592523144426554,"{""type"":""Point"",""coordinates"":[82.4961515404054,21.452491138127584]}"
48,270.0,2025-05-01,291.0213920956566,631,0,10,0.7354541649225618,0.019712954023816565,1.4756650829051148,302.95450923556376,2.3037516053082143,"{""type"":""Point"",""coordinates"":[82.18113052088901,19.510781746239637]}"
49,167.75482024003892,2025-05-01,281.07080732073103,877,0,10,0.3243626062322946,0.008601664761044958,2.37135401788455,302.59798835572747,1.1790664566320324,"{""type"":""Point"",""coordinates"":[81.69465571254227,22.850751953318564]}"
50,125.09905235533404,2025-05-01,288.7706306094215,432,0,10,0.3322242129511134,0.00394913480613468,2.4181396504488597,306.2613009952364,2.474516374558966,"{""type"":""Point"",""coordinates"":[81.22762373488781,20.437933278182893]}"
51,14.963326912680618,2025-05-01,290.148188273112,161,0,40,0.2381835032437442,0.0027678899559759884,1.9193713411293583,307.3028688430786,1.3944932553112734,"{""type"":""Point"",""coordinates"":[84.00795342833672,20.706107568830912]}"
52,285.52125395493175,2025-05-01,286.1146886916387,538,0,10,0.3754856941010244,0.004721149066426733,5.184822415359156,305.05107266562334,0.9019231849940167,"{""type"":""Point"",""coordinates"":[83.58770059051443,22.218738882569834]}"
53,36.01944428977645,2025-05-01,284.97433108375185,938,0,10,0.7736564234465954,0.011109112957456091,15.119754883617823,301.873762630281,0.7638827528906978,"{""type"":""Point"",""coordinates"":[84.214623065154,23.518647729385368]}"
54,169.76446874912648,2025-05-01,283.50351751418344,560,0,10,0.27849079944332766,0.012592866281011084,2.8251784142436978,304.3953865142095,0.8080032581884312,"{""type"":""Point"",""coordinates"":[81.91188279610749,22.630119386118185]}"
55,194.9746283908705,2025-05-01,290.0932973225911,115,0,40,0.5808552817898612,0.0020413987431311398,1.9194724918606578,307.7216978981382,1.4975798126682465,"{""type"":""Point"",""coordinates"":[83.91838443974041,20.825330385078345]}"
56,62.39425185270255,2025-05-01,283.3617590041387,427,0,10,0.4662794449822523,0.005582510689237097,3.996617459955748,304.3719141369774,0.9278567471724654,"{""type"":""Point"",""coordinates"":[83.16020511928703,23.780117153050792]}"
57,320.3116445333412,2025-05-01,288.78657531738287,424,0,10,0.4445308853275245,0.004741906383969763,5.407602876615843,306.2521340960548,2.3999723754315196,"{""type"":""Point"",""coordinates"":[80.92554917163359,20.40951977859816]}"
58,208.41022860782417,2025-05-01,284.77918134416853,405,0,10,0.2792848335388409,0.004135518530347326,5.25764207728334,305.08786814553406,0.7542005627301751,"{""type"":""Point"",""coordinates"":[83.3302833860981,22.43117068121874]}"
59,199.86841220906408,2025-05-01,283.42765372140065,616,0,30,0.2917647058823529,0.010401069382169226,4.429027670708833,303.6168278739566,0.7770090642893932,"{""type"":""Point"",""coordinates"":[81.9911746442327,22.71915580016442]}"
60,227.11794523312093,2025-05-01,287.3916487920852,214,0,40,0.16502463054187191,0.00878377185199497,3.4034221684522072,306.1100791295369,1.4928170171754365,"{""type"":""Point"",""coordinates"":[83.07209543397549,21.77098733309372]}"
61,162.63768945479458,2025-05-01,293.69172087169824,150,0,10,0.4380559085133418,0.0031323425564551144,17.420298609982463,305.87225709642684,2.12819140161351,"{""type"":""Point"",""coordinates"":[80.64984022635522,18.035195563769378]}"
62,50.622063730968726,2025-05-01,285.13957359677266,534,0,40,0.3264721208963002,0.007393165687062719,5.827506804149539,302.98868892306376,0.4572897655822458,"{""type"":""Point"",""coordinates"":[83.56783334571998,22.577585921293796]}"
63,312.8905646727066,2025-05-01,287.5481894356864,211,0,40,0.4326935463094165,0.0061079852375769406,1.3624974935434886,306.3561263765608,1.4912189983860888,"{""type"":""Point"",""coordinates"":[83.2915205984059,21.727829935780427]}"
64,191.91879220583357,2025-05-01,293.60450453985305,298,0,10,0.44294909303686364,0.008956759432294348,4.728868175516893,305.202620052156,1.7036001524667657,"{""type"":""Point"",""coordinates"":[80.89165310094373,18.642859870010277]}"
65,-0.0,2025-05-01,291.24607122512094,558,0,40,0.762735136619525,0.014217614391782263,0.0,303.10870729173934,2.16473894095616,"{""type"":""Point"",""coordinates"":[82.24460160007358,19.295628849604956]}"
66,180.0,2025-05-01,290.2437286376953,583,0,10,0.6612581838884145,0.016623466471173742,3.704791833694711,303.7034164156233,1.787324022089819,"{""type"":""Point"",""coordinates"":[81.18978798722065,19.813267314346643]}"
67,11.942297967838286,2025-05-01,292.71154276529944,384,0,40,0.27527573529411764,0.014847352364995459,2.368672613144958,303.836153348287,1.6470400186680345,"{""type"":""Point"",""coordinates"":[81.40525733908613,18.98474492853491]}"
68,345.0895763039529,2025-05-01,288.9693552652995,556,0,10,0.6682281620281069,0.007992371180989721,1.9188989790338518,304.39715944017684,2.1323002651781593,"{""type"":""Point"",""coordinates"":[81.97823107951885,20.13512724196761]}"
69,329.8120796130518,2025-05-01,296.23057410830546,519,0,10,0.8003198537811286,0.04619221315715549,20.533528886322298,301.25198296138217,2.08044003479061,"{""type"":""Point"",""coordinates"":[84.37043832975279,19.011050068303437]}"
70,277.10020685456027,2025-05-01,288.0584956577846,345,0,40,0.2918704868390403,0.005198880294301489,7.461201332307287,306.44777211688813,1.9474048449983163,"{""type"":""Point"",""coordinates"":[82.27238488711022,20.90043791951808]}"
71,73.65907717111703,2025-05-01,293.99940200079055,706,0,10,0.8140877598152425,0.02902513668868778,21.937077673507332,301.7570866630191,1.3522019950360364,"{""type"":""Point"",""coordinates"":[83.45397984040159,19.53851635581546]}"
72,180.0,2025-05-01,282.57511465890065,778,0,40,0.3062871707731521,0.011851354697682837,2.7802885155287553,301.96996566227506,0.7461901653308591,"{""type"":""Point"",""coordinates"":[83.70419937566115,23.41398547029341]}"
73,175.35767954539352,2025-05-01,296.3533768426804,106,0,40,0.5283018867924528,0.03490096257064579,6.026214157319721,303.31832526978997,0.6345175841527576,"{""type"":""Point"",""coordinates"":[83.33489953928685,18.681616570162458]}"
74,127.51887057135896,2025-05-01,291.07611447288883,875,0,10,0.6515021459227468,0.009341909745671728,25.568245180462437,302.69980662209645,1.5103007549938927,"{""type"":""Point"",""coordinates"":[84.0581240433191,20.20184044947274]}"
75,212.50901448605228,2025-05-01,290.9263400123233,332,0,10,0.32713898567557104,0.006560250380971411,2.7474574629444932,305.41653955550424,1.6622906996427655,"{""type"":""Point"",""coordinates"":[80.62893811630845,19.69750974154963]}"
76,33.05477674839384,2025-05-01,282.6915232340495,1098,0,40,0.2246028814185445,0.00847557113502262,2.7643373299900422,300.6707073847453,0.5259731136231272,"{""type"":""Point"",""coordinates"":[83.26079677880003,22.782084672769116]}"
77,180.0,2025-05-01,280.4723547072637,426,0,40,0.3486263736263736,5.249373707556515E-4,2.3174627380815918,305.66369706108463,1.1558266462123488,"{""type"":""Point"",""coordinates"":[80.32383140339,23.69916185692228]}"
78,145.86442843458016,2025-05-01,294.16484215146016,732,0,10,0.7097334878331402,0.012389614442327002,26.05545146062221,301.0213281994774,1.6133961157764496,"{""type"":""Point"",""coordinates"":[84.13818717466492,19.262783934769097]}"
79,132.96838935000252,2025-05-01,288.0089409237816,281,0,40,0.1567030236090018,0.00473360643718479,0.6803509935341998,306.31419813065304,1.8535179514104454,"{""type"":""Point"",""coordinates"":[81.71144535747308,21.332564379670018]}"
81,227.45542895915457,2025-05-01,282.7805938720703,535,0,40,0.1640112464854733,0.007907717684247473,0.685815330582114,303.7083864212036,0.7650194120038086,"{""type"":""Point"",""coordinates"":[82.96136055301325,23.39871213457204]}"
82,110.77716897366923,2025-05-01,296.2835351853144,133,0,30,0.39746835443037976,0.02305488214824436,2.6127938570856704,303.72754564739404,1.059898033303342,"{""type"":""Point"",""coordinates"":[83.30125217920695,18.4643242009893]}"
83,113.39187236229576,2025-05-01,289.59043157668344,323,0,30,0.28234302570585756,0.011831327537038305,6.973791686310186,306.05111335572747,1.5999191716711219,"{""type"":""Point"",""coordinates"":[82.55176832100838,20.4072970769962]}"
84,298.8926154327627,2025-05-01,280.7561914353144,536,0,10,0.3334968121628249,0.003824620703198889,2.8769755407688633,303.87515190669467,1.2551095795280198,"{""type"":""Point"",""coordinates"":[81.41161873291463,23.10812461128222]}"
85,98.1121127553387,2025-05-01,292.6832166399275,836,0,10,0.2901164975573093,0.0386119626555228,32.24960112978796,300.22377309345063,0.7377324574966009,"{""type"":""Point"",""coordinates"":[83.09017807596624,18.92817472857105]}"
86,221.00284513972522,2025-05-01,281.03498840332026,745,0,30,0.23526844172850284,0.005175321558454016,3.069536469877778,303.8816797619774,1.308850540392875,"{""type"":""Point"",""coordinates"":[80.99635636854705,23.043975561555815]}"
87,53.67602981073527,2025-05-01,279.9199574788412,813,0,40,0.19069536011941784,0.001637607077100256,6.238355704043399,304.31137888772145,1.4095482939070165,"{""type"":""Point"",""coordinates"":[80.80611795332321,23.216784531424686]}"
88,60.49392226568979,2025-05-01,291.54496910458516,702,0,10,0.5927995034140285,0.02538324818942783,2.822469110637584,301.8293115979149,1.5870577259656538,"{""type"":""Point"",""coordinates"":[81.06966489655063,19.40613621569585]}"
89,303.13765219514073,2025-05-01,283.8498891194661,328,0,10,0.3433997509339975,0.006640061000325659,4.233961794879819,304.54968338920963,0.6025016480857349,"{""type"":""Point"",""coordinates"":[83.98640124956682,23.941644208638298]}"
90,-0.0,2025-05-01,285.9044836135138,278,0,40,0.309989701338826,0.003404705980756262,0.4637353428839794,306.3377286366054,1.5299974837647146,"{""type"":""Point"",""coordinates"":[81.42786350383939,21.635115388149014]}"
91,197.65310142253873,2025-05-01,292.8448667980376,413,0,10,0.36086825444678927,0.02791301832530735,4.854970770066585,302.60256889888217,1.1153816636044227,"{""type"":""Point"",""coordinates"":[83.34621975532852,19.49247010617396]}"
92,246.85032284254868,2025-05-01,292.56580825079055,1101,0,30,0.6561879549966909,0.07052093670699833,10.497435382540415,298.2286849703108,1.2955194024573158,"{""type"":""Point"",""coordinates"":[82.86107612809927,18.17010052840343]}"
93,122.75011792253434,2025-05-01,292.78179713657926,621,1,10,0.5468773289610971,0.018298312285878637,30.263712722659683,301.23204481034054,1.3234543954191025,"{""type"":""Point"",""coordinates"":[84.23341653767646,19.932300199324203]}"
94,261.2891409939277,2025-05-01,280.511719476609,515,0,40,0.4460419765328045,7.855735811972409E-4,6.100984184575595,305.3466048921858,1.3004884203168856,"{""type"":""Point"",""coordinates"":[80.34877399347813,23.17682373764623]}"
95,187.37505420176618,2025-05-01,291.4825446719215,890,0,30,0.589802678957223,0.021747901299931982,21.796903167378776,300.4243404297602,1.3582249206776327,"{""type"":""Point"",""coordinates"":[82.80239767000322,18.910225088979274]}"
96,39.34052520924372,2025-05-01,282.04557945614766,426,0,40,0.3497346840328027,9.033821615958004E-4,4.78584135661186,304.7641667411441,0.901006110579361,"{""type"":""Point"",""coordinates"":[80.98828935912644,23.793972018346576]}"
97,226.95502289259508,2025-05-01,291.2524653843471,119,0,40,0.15418923223956674,0.0017551474365973263,0.6793767656401161,306.92846175602506,0.7380182028387877,"{""type"":""Point"",""coordinates"":[84.17479736379588,20.93566091618531]}"
98,115.24707603361149,2025-05-01,291.0165674118769,597,0,10,0.730440097799511,0.0148642055783057,2.1734980393701395,303.0036280041649,2.189845923495697,"{""type"":""Point"",""coordinates"":[82.08261039620086,19.414680113546968]}"
99,133.1277835216754,2025-05-01,288.3447912307012,364,0,40,0.23430232558139535,0.0022743038925909786,2.7114126331804447,306.27562391190304,2.348912449166565,"{""type"":""Point"",""coordinates"":[81.56989027498891,20.496202255162384]}"
100,208.21706832427617,2025-05-01,288.77675737653465,198,0,40,0.6188888888888889,0.005795537689664343,2.104206133635612,306.84165232522145,1.3224532297310496,"{""type"":""Point"",""coordinates"":[83.5118638734077,21.278214646951078]}"
101,64.96365392096513,2025-05-01,288.840815226237,212,0,10,0.4827586206896552,0.004102125028111914,2.1905814911303545,307.3676416760399,1.5771127105733544,"{""type"":""Point"",""coordinates"":[83.2517561259881,20.906925143329342]}"
102,340.0372639533487,2025-05-01,281.81113470168344,603,0,10,0.3249800053319115,0.004934116462209204,1.4798436380532711,303.6149270648048,0.6031878046580339,"{""type"":""Point"",""coordinates"":[82.09849907048682,23.41028261068139]}"
103,6.245845463128959,2025-05-01,289.85069129580546,639,0,10,0.6766986463398607,0.00792598650787113,17.61705888280423,303.6942843936739,1.5547803078169744,"{""type"":""Point"",""coordinates"":[84.14374882773092,20.424206865001157]}"
104,270.0,2025-05-01,286.6608719598679,255,0,40,0.20840480274442538,0.007440774897077063,0.49952281307925633,306.08439204806376,1.2910161877772115,"{""type"":""Point"",""coordinates"":[81.80506045810117,21.820674833341354]}"
105,129.81293627720007,2025-05-01,281.136963617234,776,0,10,0.6165137614678899,0.005448519447782019,6.490628734887211,304.0386505581084,1.1632388925840096,"{""type"":""Point"",""coordinates"":[80.99957497707089,22.154262259277427]}"
106,110.70405605031549,2025-05-01,292.1404164632161,300,0,10,0.4125,0.005231335023381689,2.621600955042741,305.38828318459645,1.4071209064232844,"{""type"":""Point"",""coordinates"":[80.65988908766909,19.11286659616076]}"
107,72.97539991947777,2025-05-01,282.9838409423828,556,0,40,0.17912673056443024,0.003654613355138281,3.16463008592059,303.5063251767839,0.5623647024975184,"{""type"":""Point"",""coordinates"":[81.95868431416002,23.277964346457686]}"
108,90.0,2025-05-01,286.55088660830546,312,0,40,0.1837959489872468,0.0018424533400320797,0.49728680946037934,306.66923091525126,1.9126999993945535,"{""type"":""Point"",""coordinates"":[80.97278998860678,21.167324553394202]}"
109,180.0,2025-05-01,284.9543813069662,600,0,10,0.5372220431840155,0.010409041503407934,2.7802885155287553,302.2144608724685,0.5924472149912634,"{""type"":""Point"",""coordinates"":[83.83733286401515,22.922865505352682]}"
110,180.0,2025-05-01,280.59897068568637,383,0,30,0.06596306068601583,6.101720127844601E-4,0.463735342881014,305.4524340402512,0.9926301703440449,"{""type"":""Point"",""coordinates"":[80.53616893761205,24.005642286755233]}"
111,226.6184001061506,2025-05-01,291.46490260532926,598,0,30,0.5384148193136957,0.017130806306340673,0.6751418933006753,302.4261947359358,1.8809259761785913,"{""type"":""Point"",""coordinates"":[82.505101430897,19.083422889786327]}"
112,211.2567210183845,2025-05-01,281.9069947742281,471,0,30,0.29547844374342797,0.00626684651706455,4.870615678507572,304.71369357336135,0.7316978929478448,"{""type"":""Point"",""coordinates"":[81.86334398748596,23.75393298846425]}"
113,90.0,2025-05-01,285.98114958263585,297,0,10,0.4217287866772403,0.004743187883832434,4.991634741109782,306.20193994612924,1.1274686518243504,"{""type"":""Point"",""coordinates"":[83.37143470461795,22.07445501287679]}"
114,17.300261857074336,2025-05-01,295.2411070324125,285,0,10,0.5105812220566319,0.03727461324069736,8.200770940093696,302.43357708340596,1.2926694761634996,"{""type"":""Point"",""coordinates"":[83.38130766460404,19.215310335243892]}"
115,-0.0,2025-05-01,287.75326756068637,370,0,10,0.43971735610186957,0.0015462182554983883,0.4637353428839794,306.88091246287024,1.8433420114244299,"{""type"":""Point"",""coordinates"":[80.4384993359422,20.643177727243852]}"
116,313.3691017951939,2025-05-01,291.5467478434245,563,0,30,0.41980794037551955,0.01820607409808872,2.0251433520361797,302.8069436663673,2.0067571129379513,"{""type"":""Point"",""coordinates"":[81.72368920311067,19.155358190487746]}"
117,152.2575816617755,2025-05-01,292.7694099062965,303,0,10,0.6171347873842774,0.0031268291268133908,1.047837215917743,305.8297126860845,2.17194030226581,"{""type"":""Point"",""coordinates"":[80.29901668312742,18.07569127818222]}"
119,90.0,2025-05-01,282.70429992675776,558,0,10,0.3462586124018587,0.006683631995656469,5.536603579852052,303.5498868397304,0.682952936910506,"{""type"":""Point"",""coordinates"":[82.19208899131372,23.29384541012789]}"
120,15.230497163067566,2025-05-01,281.2392004103888,502,0,10,0.316781898177247,0.002555876234509924,1.9217854404063888,304.65872705550424,1.2218524573953422,"{""type"":""Point"",""coordinates"":[81.23461448261806,23.332018276227885]}"
121,234.98762739783598,2025-05-01,291.9534396216983,148,0,40,0.3546378916787715,0.0014262788090491085,2.42335282391639,306.3005785715012,0.5934833148032829,"{""type"":""Point"",""coordinates"":[84.36416722307736,20.926992372284584]}"
122,162.68841483887485,2025-05-01,282.5181601388114,748,0,10,0.3681875792141952,0.006186663368680456,22.55890588989809,303.2441530227661,0.8895429583444803,"{""type"":""Point"",""coordinates"":[83.4263093989241,23.555685196774856]}"
123,136.30099776361433,2025-05-01,287.275379725865,286,0,30,0.26980415083308973,0.010654731849172094,5.753514163241757,306.0946808315458,1.584298584938913,"{""type"":""Point"",""coordinates"":[83.24437519067341,21.533647217824704]}"
124,252.79835774074968,2025-05-01,283.7183961414156,514,0,10,0.2779195915762604,0.0094548456463599,10.845352895734534,305.6090328125726,1.303167718586231,"{""type"":""Point"",""coordinates"":[80.9736308878632,21.75931147215845]}"
125,35.61348428890726,2025-05-01,285.3069494338262,308,0,40,0.23685946778095449,0.0014129869732641964,1.7108056054933791,306.39009680066795,1.1723863725389858,"{""type"":""Point"",""coordinates"":[80.49490146196558,21.451489816179613]}"
126,294.9643124104819,2025-05-01,287.6338130405971,307,0,10,0.36268794108622276,0.011830895403363684,3.2927197869671803,306.1146131697155,1.8286432328408972,"{""type"":""Point"",""coordinates"":[82.40253240207956,21.393316975449654]}"
